formula_id,point_role,relative_to_proxy_t_ana,time_hartree_inverse,echo_real,echo_imaginary,echo_overlap_magnitude,echo_principal_phase_radians,echo_unwrapped_phase_radians,echo_unwrap_integer,proxy_imag_hartree,proxy_arg_hartree,unitarity_residual_frobenius,proxy_repeatability_error_hartree,proxy_noise_hartree,signal_to_noise_rho,quality_class
current_m3,leading_grid,,1.3703565032056693,0.999999719090047,-6.297072178067368e-05,0.9999997210727035,-6.297073938654823e-05,-6.297073938654823e-05,0,-4.5952072787896095e-05,-4.595208563555618e-05,5.405998961953558e-13,0.0,3.9449580815702536e-13,116483044.528588,resolved
current_m3,leading_grid,,1.5705545854156755,0.9999989712002423,-0.00012093145677174498,0.9999989785124584,-0.00012093158059660723,-0.00012093158059660723,0,-7.699920645530336e-05,-7.699928529679248e-05,5.315500577692229e-13,0.0,3.384473629285153e-13,227507183.95039362,resolved
current_m3,leading_grid,,1.8,0.9999963088701758,-0.000228619202333011,0.9999963350036417,-0.00022862004221617784,-0.00022862004221617784,0,-0.00012701066796278387,-0.00012701113456454325,5.25319119512469e-13,0.0,2.9184395528470497e-13,435200612.04927164,resolved
current_m3,primary_training,0.1,0.1237648718781152,0.9999999999999958,-3.9452120083297663e-10,0.9999999999999958,-3.945212008329783e-10,-3.945212008329783e-10,0,-3.18766702414159e-09,-3.187667024141603e-09,5.61028892142658e-13,0.0,4.533022041142372e-12,703.2101311685354,resolved
current_m3,primary_training,0.2,0.2475297437562304,0.9999999999999853,-1.2628791726181598e-08,0.9999999999999855,-1.2628791726181782e-08,-1.2628791726181782e-08,0,-5.101928978126584e-08,-5.101928978126658e-08,5.570406120784158e-13,0.0,2.2503986940130903e-12,22671.222622460813,resolved
current_m3,primary_training,0.3,0.37129461563434557,0.9999999999992712,-9.59329897955969e-08,0.9999999999992758,-9.593298979566652e-08,-9.593298979566652e-08,0,-2.583743091229543e-07,-2.5837430912314177e-07,5.541617421867814e-13,0.0,1.492512196116857e-12,173113.7003738928,resolved
current_m3,primary_training,0.4,0.4950594875124608,0.999999999987247,-4.0429444762386937e-07,0.9999999999873287,-4.0429444762900335e-07,-4.0429444762900335e-07,0,-8.166583164688731e-07,-8.166583164792436e-07,5.596456276205866e-13,0.0,1.1304613722941733e-12,722411.5184152961,resolved
current_m3,primary_training,0.5,0.618824359390576,0.9999999998830555,-1.2331383468502162e-06,0.9999999998838158,-1.2331383469938e-06,-1.2331383469938e-06,0,-1.992711385932872e-06,-1.9927113861648983e-06,5.579223991052473e-13,0.0,9.015844167070193e-13,2210232.7291892706,resolved
two_term_center,leading_grid,,0.02,0.9999999999999996,-7.14818149572659e-14,0.9999999999999996,-7.148181495726594e-14,-7.148181495726594e-14,0,-3.574090747863295e-12,-3.574090747863297e-12,5.585964482732993e-13,0.0,2.7929822413664964e-11,0.1279668268178688,unresolved
two_term_center,leading_grid,,0.02292183941538839,0.9999999999999979,-1.4131650986937784e-13,0.9999999999999979,-1.4131650986937815e-13,-1.4131650986937815e-13,0,-6.165147015841415e-12,-6.165147015841428e-12,5.596317605256676e-13,0.0,2.4414784101050957e-11,0.25251695818092573,unresolved
two_term_center,leading_grid,,0.026270536109242643,0.9999999999999989,-2.794532725701051e-13,0.9999999999999989,-2.794532725701054e-13,-2.794532725701054e-13,0,-1.0637516928015272e-11,-1.0637516928015285e-11,5.636377638397601e-13,0.0,2.1455129864725447e-11,0.4958029615800415,unresolved
two_term_center,leading_grid,,0.030108450502611094,0.9999999999999996,-5.526118406913665e-13,0.9999999999999996,-5.526118406913667e-13,-5.526118406913667e-13,0,-1.8354044511305632e-11,-1.8354044511305638e-11,5.617266015333698e-13,0.0,1.8656775495127363e-11,0.9837736706484571,unresolved
two_term_center,leading_grid,,0.034507053373351075,0.9999999999999991,-1.0927063029620625e-12,0.9999999999999991,-1.0927063029620635e-12,-1.0927063029620635e-12,0,-3.1666172452902975e-11,-3.1666172452903e-11,5.589532853149066e-13,0.0,1.619823284437761e-11,1.9549152526162303,unresolved
two_term_center,leading_grid,,0.039548256806109475,0.9999999999999998,-2.1607765405056476e-12,0.9999999999999998,-2.160776540505648e-12,-2.160776540505648e-12,0,-5.463645467609707e-11,-5.4636454676097075e-11,5.577651944098327e-13,0.0,1.4103407822608967e-11,3.8739895607719834,unresolved
two_term_center,leading_grid,,0.0453259395834091,0.9999999999999953,-4.272871688972765e-12,0.9999999999999953,-4.272871688972785e-12,-4.272871688972785e-12,0,-9.42698977284254e-11,-9.426989772842586e-11,5.594451792520418e-13,0.0,1.2342715548621932e-11,7.637695072617198,unresolved
two_term_center,leading_grid,,0.051947695424124994,0.9999999999999973,-8.44898238098542e-12,0.9999999999999973,-8.448982380985442e-12,-8.448982380985442e-12,0,-1.6264402707384846e-10,-1.626440270738489e-10,5.594149356371877e-13,0.0,1.0768811418290371e-11,15.103247773250486,marginal
two_term_center,leading_grid,,0.059536836625564964,0.9999999999999986,-1.670721307131468e-11,0.9999999999999986,-1.67072130713147e-11,-1.67072130713147e-11,0,-2.806197644726835e-10,-2.806197644726839e-10,5.607566757741947e-13,0.0,9.418650831263803e-12,29.79405113322687,marginal
two_term_center,leading_grid,,0.06823469042157068,0.9999999999999979,-3.303656461125459e-11,0.9999999999999979,-3.303656461125466e-11,-3.303656461125466e-11,0,-4.841608338390132e-10,-4.841608338390143e-10,5.631066598969137e-13,0.0,8.252498200224877e-12,58.66839617436331,marginal
two_term_center,leading_grid,,0.07820323082009921,0.9999999999999978,-6.532648752231972e-11,0.9999999999999978,-6.532648752231987e-11,-6.532648752231987e-11,0,-8.353425662502169e-10,-8.353425662502186e-10,5.598469810655348e-13,0.0,7.158872788177022e-12,116.6863263207857,resolved
two_term_center,leading_grid,,0.08962809493114333,0.9999999999999977,-1.2917592880130613e-10,0.9999999999999977,-1.2917592880130644e-10,-1.2917592880130644e-10,0,-1.4412437182843769e-09,-1.4412437182843804e-09,5.579880091758843e-13,0.0,6.225592651551479e-12,231.50305504251145,resolved
two_term_center,leading_grid,,0.10272203995594266,0.9999999999999986,-2.554300556051098e-10,0.9999999999999986,-2.554300556051102e-10,-2.554300556051102e-10,0,-2.486613931291312e-09,-2.4866139312913157e-09,5.577951821489048e-13,0.0,5.430141208139386e-12,457.92804201188335,resolved
